  2454905.046830  16.9954 0.3699  16.2  3.546  3.507
  2454905.086565  16.0395 0.2863  16.2  3.546  3.507
  2454905.110001  19.4965 0.6239  16.2  3.546  3.506
  2454905.121113  16.7288 0.3239  16.2  3.546  3.506
  2454905.134689  16.6042 0.3239  16.2  3.546  3.506
  2454906.072235  16.6833 0.1543  16.2  3.545  3.492
  2454906.083347  17.1092 0.1937  16.2  3.545  3.491
  2454906.094437  16.7738 0.1586  16.2  3.545  3.491
  2454906.104310  17.0690 0.1806  16.2  3.545  3.491
  2454906.108009  17.4763 0.2201  16.2  3.545  3.491
  2454906.121581  16.6492 0.1629  16.2  3.545  3.491
  2454906.132694  16.5648 0.1652  16.2  3.545  3.491
  2454906.145042  16.6513 0.1537  16.2  3.545  3.490
  2454906.156157  16.7285 0.1574  16.2  3.545  3.490
  2454906.214164  16.6998 0.1560  16.2  3.545  3.489
  2454907.041659  16.6808 0.1458  16.3  3.544  3.477
  2454907.078810  16.5767 0.1326  16.3  3.544  3.476
  2454907.091155  16.4159 0.1259  16.3  3.544  3.476
  2454907.133086  16.3944 0.1180  16.3  3.544  3.475
  2454907.144199  16.6124 0.1207  16.3  3.544  3.475
  2454907.178791  17.8703 0.1672  16.3  3.544  3.474
  2454907.191126  16.6857 0.1248  16.3  3.544  3.474
  2454907.202235  16.7939 0.1323  16.3  3.544  3.474
  2454907.213337  16.9598 0.1498  16.3  3.544  3.474
  2454910.121863  16.9384 0.2505  16.3  3.542  3.429
  2454910.156426  17.2906 0.2843  16.3  3.542  3.428
  2454910.194789  17.1698 0.2367  16.3  3.542  3.428
  2454910.229350  17.1104 0.2338  16.3  3.542  3.427
  2454913.053479  16.7912 0.2613  16.4  3.540  3.383
  2454914.038418  16.6847 0.2824  16.4  3.539  3.368
  2454914.075291  16.8678 0.2815  16.4  3.539  3.367
  2454914.146905  16.5480 0.2798  16.4  3.539  3.366
  2454914.183469  16.7319 0.2825  16.4  3.539  3.366
  2454914.218021  16.4053 0.2768  16.4  3.539  3.365
  2454915.061870  16.2454 0.1392  16.4  3.538  3.352
  2454915.096409  16.3211 0.1405  16.4  3.538  3.351
  2454915.123559  16.5402 0.1382  16.4  3.538  3.351
