  2454569.048153  18.8404 0.1524  22.0  2.520  2.002
  2454569.134059  16.0774 0.0606  22.0  2.520  2.001
  2454569.177088  15.9696 0.0556  22.0  2.520  2.001
  2454569.994038  15.9561 0.0604  21.9  2.521  1.992
  2454570.038005  15.8760 0.0636  21.9  2.521  1.991
  2454570.086998  15.7903 0.0567  21.9  2.521  1.991
  2454570.131488  15.9053 0.0574  21.9  2.521  1.990
  2454570.171988  15.9819 0.0610  21.9  2.521  1.990
  2454570.222307  16.1054 0.0664  21.9  2.521  1.989
  2454591.044373  15.6888 0.0681  17.8  2.542  1.778
  2454591.081390  15.7860 0.0677  17.8  2.542  1.777
  2454591.118405  15.9817 0.0662  17.8  2.542  1.777
  2454591.155413  15.7568 0.0656  17.8  2.542  1.777
  2454591.193729  15.8418 0.0668  17.8  2.542  1.776
  2454591.234569  15.8645 0.0679  17.8  2.542  1.776
  2454591.940065  15.7315 0.0659  17.6  2.542  1.770
  2454591.980823  15.6738 0.0687  17.6  2.543  1.769
  2454592.022786  15.6215 0.0658  17.6  2.543  1.769
  2454592.081032  15.6695 0.0655  17.5  2.543  1.768
  2454592.160034  15.8392 0.0683  17.5  2.543  1.768
  2454592.205812  15.7681 0.0658  17.5  2.543  1.767
  2454600.031899  15.6022 0.0962  15.2  2.551  1.703
  2454600.071412  15.5088 0.0952  15.2  2.551  1.703
  2454600.110914  15.4560 0.0938  15.2  2.551  1.703
  2454600.191310  15.6013 0.0874  15.1  2.551  1.702
  2454600.272896  15.4487 0.0865  15.1  2.551  1.701
  2454600.923412  15.4743 0.1019  14.9  2.552  1.697
  2454600.964150  15.5420 0.1029  14.9  2.552  1.696
  2454601.043198  15.4488 0.0857  14.9  2.552  1.696
  2454601.122178  15.5589 0.0859  14.8  2.552  1.695
  2454601.162905  15.5756 0.0864  14.8  2.552  1.695
  2454601.204959  16.0748 0.0887  14.8  2.552  1.695
  2454601.961361  15.5106 0.0996  14.5  2.553  1.689
  2454602.124255  15.6864 0.0931  14.5  2.553  1.688
  2454602.250285  15.4849 0.1040  14.4  2.553  1.687
  2454603.270054  15.6574 0.1161  14.1  2.554  1.680
  2454603.967062  15.5119 0.1175  13.9  2.555  1.675
  2454604.004069  15.3900 0.1192  13.8  2.555  1.675
  2454604.041090  15.5289 0.1237  13.8  2.555  1.675
  2454604.078120  15.4723 0.1039  13.8  2.555  1.674
  2454604.116389  15.3804 0.1106  13.8  2.555  1.674
  2454604.154676  15.5364 0.1026  13.8  2.555  1.674
  2454604.268368  15.5133 0.1047  13.8  2.555  1.673
  2454605.049341  15.4827 0.0956  13.5  2.556  1.668
