  2453932.847468  14.7747 0.0617   9.1  2.749  1.795
  2453932.883222  14.7673 0.0624   9.1  2.749  1.795
  2453932.918995  14.7986 0.0628   9.1  2.749  1.796
  2453932.954853  14.7970 0.0612   9.1  2.749  1.796
  2453932.992191  14.7272 0.0634   9.1  2.749  1.796
  2453933.030962  14.7311 0.0604   9.1  2.749  1.796
  2453933.067867  14.7204 0.0619   9.2  2.749  1.796
  2453933.103740  14.6526 0.0635   9.2  2.749  1.796
  2453933.175767  14.6889 0.0649   9.2  2.749  1.797
  2453938.823756  14.4334 0.1046  11.1  2.745  1.825
  2453938.898253  14.4582 0.1045  11.1  2.745  1.825
  2453938.935859  14.4353 0.1047  11.1  2.745  1.825
  2453938.973922  14.4081 0.1047  11.1  2.745  1.826
  2453939.051141  14.3838 0.1046  11.1  2.744  1.826
  2453939.081476  14.5454 0.0926  11.1  2.744  1.826
  2453939.118583  14.5298 0.1023  11.2  2.744  1.826
  2453939.124668  14.4324 0.1143  11.2  2.744  1.826
  2453939.974560  14.4260 0.0853  11.4  2.744  1.831
  2453940.851221  14.5833 0.1058  11.7  2.743  1.837
  2453941.048632  14.6145 0.1110  11.8  2.743  1.838
  2453941.085500  14.6081 0.1059  11.8  2.743  1.838
  2453941.822811  14.6881 0.1135  12.0  2.743  1.843
  2453941.858637  14.7395 0.1133  12.0  2.743  1.843
  2453941.894411  14.7670 0.1113  12.0  2.743  1.843
  2453941.930206  14.7465 0.1114  12.1  2.743  1.843
  2453941.968588  14.7331 0.1113  12.1  2.742  1.843
  2453942.007034  14.7418 0.1114  12.1  2.742  1.844
  2453942.042759  14.6579 0.1034  12.1  2.742  1.844
  2453942.114740  14.6517 0.1034  12.1  2.742  1.844
  2453942.150458  15.4061 0.1020  12.1  2.742  1.845
  2453942.186505  14.6787 0.1064  12.1  2.742  1.845
  2453942.777457  15.0371 0.1152  12.3  2.742  1.849
  2453942.813257  14.9894 0.1138  12.3  2.742  1.849
  2453942.849028  15.0442 0.1129  12.3  2.742  1.849
  2453942.920666  15.1153 0.0991  12.4  2.742  1.850
  2453942.997723  15.1055 0.1037  12.4  2.742  1.850
  2453943.033667  15.0917 0.0992  12.4  2.742  1.850
  2453943.069635  15.1118 0.0992  12.4  2.742  1.851
  2453943.105388  15.1285 0.0992  12.4  2.742  1.851
  2453943.141146  15.1735 0.0996  12.4  2.742  1.851
  2453943.177111  15.1650 0.1011  12.5  2.742  1.851
  2453944.000069  15.1584 0.1219  12.7  2.741  1.857
  2453944.037287  15.1431 0.1219  12.7  2.741  1.857
  2453944.073153  15.1477 0.1221  12.7  2.741  1.857
  2453944.108970  15.1615 0.1184  12.7  2.741  1.857
  2453944.144924  15.1932 0.1182  12.8  2.741  1.858
  2453944.778630  15.5867 0.1047  12.9  2.741  1.862
  2453944.814845  14.9190 0.0998  13.0  2.741  1.862
  2453944.850689  14.7755 0.0993  13.0  2.741  1.862
  2453948.819029  14.7416 0.0754  14.1  2.738  1.891
  2453948.859744  14.6957 0.0734  14.1  2.738  1.892
  2453948.900455  14.7196 0.0712  14.2  2.738  1.892
  2453948.944061  14.7449 0.0726  14.2  2.738  1.892
  2453951.024549  14.6417 0.0613  14.8  2.736  1.909
  2453951.070034  14.6298 0.0625  14.8  2.736  1.909
  2453951.110747  14.6211 0.0613  14.8  2.736  1.909
  2453951.799848  14.4123 0.0498  15.0  2.736  1.915
  2453951.841122  14.4507 0.0566  15.0  2.736  1.915
  2453951.882774  14.4372 0.0518  15.0  2.736  1.916
  2453951.924334  14.4034 0.0518  15.0  2.736  1.916
  2453951.968873  14.3701 0.0553  15.0  2.736  1.916
  2453952.009986  14.4199 0.0584  15.0  2.736  1.917
  2453952.051072  14.3749 0.0560  15.0  2.736  1.917
  2453952.092750  14.3924 0.0547  15.0  2.736  1.917
  2453952.134091  14.4296 0.0576  15.1  2.736  1.918
  2453966.879786  15.6613 0.0780  18.4  2.727  2.056
  2453969.802571  14.7962 0.0716  18.9  2.725  2.087
  2453969.864269  14.9023 0.0781  19.0  2.725  2.088
  2453969.887547  14.9829 0.0711  19.0  2.725  2.088
  2453969.902084  14.9428 0.0741  19.0  2.725  2.088
  2453969.927536  15.1205 0.0816  19.0  2.725  2.089
  2453969.957830  14.8020 0.0726  19.0  2.725  2.089
  2453969.965089  14.7431 0.0785  19.0  2.725  2.089
  2453969.972443  14.8177 0.0706  19.0  2.725  2.089
  2453969.979743  14.8498 0.0796  19.0  2.725  2.089
  2453969.987034  14.7646 0.0761  19.0  2.725  2.089
  2453969.994285  14.8250 0.0751  19.0  2.725  2.089
  2453970.001564  14.8584 0.0724  19.0  2.725  2.090
  2453970.008906  14.8017 0.0686  19.0  2.725  2.090
  2453970.023425  14.8990 0.0728  19.0  2.725  2.090
  2453970.030808  14.7125 0.0760  19.0  2.725  2.090
  2453970.038252  14.9824 0.0751  19.0  2.725  2.090
  2453970.045660  14.7898 0.0705  19.0  2.725  2.090
  2453970.068819  14.7977 0.0775  19.0  2.725  2.090
  2453970.076154  14.7844 0.0759  19.0  2.725  2.090
  2453970.083679  14.7010 0.0745  19.0  2.725  2.090
  2453970.787313  14.8221 0.0705  19.1  2.725  2.098
  2453970.794541  14.8188 0.0720  19.1  2.725  2.098
  2453970.801824  14.8301 0.0704  19.1  2.725  2.098
  2453970.809120  14.8593 0.0655  19.1  2.725  2.098
  2453970.816302  14.8141 0.0661  19.1  2.725  2.098
  2453970.823640  14.8291 0.0724  19.1  2.725  2.098
  2453970.830885  14.8077 0.0648  19.1  2.725  2.099
  2453970.838184  14.7826 0.0675  19.1  2.725  2.099
  2453970.845525  14.8122 0.0714  19.1  2.725  2.099
  2453970.852752  14.8779 0.0701  19.1  2.725  2.099
  2453970.860089  14.8275 0.0655  19.1  2.725  2.099
  2453970.867374  14.8389 0.0665  19.1  2.725  2.099
  2453970.874598  14.8174 0.0677  19.1  2.725  2.099
  2453970.881914  14.8502 0.0655  19.1  2.725  2.099
  2453970.890431  15.3214 0.0683  19.1  2.725  2.099
  2453970.922275  14.8516 0.0682  19.1  2.725  2.100
  2453970.929586  14.8319 0.0655  19.1  2.725  2.100
  2453970.938586  14.8401 0.0680  19.1  2.725  2.100
  2453970.945848  14.8523 0.0678  19.1  2.725  2.100
  2453970.953089  14.8532 0.0667  19.1  2.725  2.100
  2453970.960367  14.8734 0.0726  19.1  2.725  2.100
  2453970.969938  14.8460 0.0678  19.1  2.725  2.100
  2453970.984737  14.8347 0.0726  19.1  2.724  2.100
  2453970.999382  14.8685 0.0728  19.1  2.724  2.100
  2453971.006681  14.8864 0.0649  19.1  2.724  2.100
  2453971.017535  14.8789 0.0692  19.2  2.724  2.101
  2453971.024812  15.0703 0.0726  19.2  2.724  2.101
  2453976.906444  15.4036 0.1669  20.0  2.721  2.166
  2453976.913752  15.4767 0.1714  20.0  2.721  2.167
  2453977.816882  19.3321 0.2956  20.1  2.721  2.177
  2453977.824391  15.6951 0.1491  20.1  2.721  2.177
  2453977.839037  15.6874 0.1434  20.1  2.721  2.177
  2453977.846301  15.7255 0.1371  20.1  2.721  2.177
  2453977.860914  15.7355 0.1357  20.1  2.721  2.177
  2453977.869421  15.7058 0.1364  20.1  2.721  2.178
  2453977.876669  15.6958 0.1349  20.1  2.721  2.178
  2453977.883872  15.7354 0.1351  20.1  2.721  2.178
  2453977.891087  15.7386 0.1359  20.1  2.721  2.178
  2453977.898356  15.7371 0.1562  20.1  2.721  2.178
  2453977.908376  15.7313 0.1409  20.1  2.721  2.178
  2453977.930204  16.1459 0.1393  20.1  2.721  2.178
  2453979.030877  16.2980 0.1332  20.3  2.720  2.191
  2453979.038169  15.6714 0.1233  20.3  2.720  2.191
  2453985.819086  15.1590 0.1380  21.0  2.717  2.272
  2453985.824934  15.2415 0.1283  21.0  2.717  2.272
  2453985.830793  15.1644 0.1369  21.0  2.717  2.272
  2453985.836628  15.1593 0.1307  21.0  2.717  2.272
  2453985.842501  15.1665 0.1392  21.0  2.717  2.272
  2453985.850014  15.1815 0.1335  21.0  2.717  2.272
  2453985.855881  15.1691 0.1388  21.0  2.717  2.272
  2453985.861711  15.1477 0.1302  21.0  2.717  2.272
  2453985.867569  15.1979 0.1307  21.0  2.717  2.272
  2453985.873435  15.3663 0.1406  21.0  2.717  2.272
  2453985.888797  15.1320 0.1401  21.0  2.717  2.272
  2453985.894648  15.2007 0.1472  21.0  2.717  2.273
  2453985.919053  15.1750 0.1354  21.0  2.717  2.273
  2453985.936589  15.1507 0.1428  21.0  2.717  2.273
  2453985.945519  15.0737 0.1302  21.0  2.717  2.273
  2453985.962977  15.2760 0.1465  21.0  2.717  2.273
  2453986.013293  15.1262 0.1333  21.0  2.717  2.274
