  2455306.086384  24.401328.5247  20.6  2.527  1.896
  2455306.157948  20.7392 1.0617  20.6  2.527  1.895
  2455306.229689  16.3873 0.1008  20.5  2.527  1.894
  2455307.024786  16.4775 0.0990  20.4  2.527  1.885
  2455307.095211  16.3819 0.0979  20.4  2.527  1.884
  2455307.167868  16.4131 0.0964  20.4  2.527  1.883
  2455307.246865  16.5239 0.0973  20.4  2.527  1.883
  2455308.028542  16.6432 0.1049  20.2  2.527  1.874
  2455308.105050  16.6025 0.0988  20.2  2.527  1.873
  2455308.183074  16.5497 0.0955  20.2  2.527  1.872
  2455318.079428  16.2311 0.1166  17.9  2.529  1.766
  2455318.129588  16.2221 0.1209  17.9  2.529  1.765
  2455318.173698  16.1447 0.1209  17.9  2.529  1.765
  2455318.195006  16.1308 0.1146  17.9  2.529  1.765
  2455318.217644  16.2387 0.1190  17.9  2.529  1.765
  2455324.965100  16.0141 0.0848  15.9  2.530  1.700
  2455325.042815  16.0088 0.0813  15.9  2.530  1.700
  2455325.111912  16.0121 0.0824  15.9  2.530  1.699
  2455325.184792  16.0756 0.0712  15.9  2.530  1.698
  2455325.268862  16.0765 0.0725  15.8  2.530  1.698
  2455325.954980  16.1148 0.0625  15.6  2.530  1.691
  2455326.029235  16.0952 0.0614  15.6  2.530  1.691
  2455326.247728  15.9269 0.0629  15.5  2.530  1.689
  2455337.907243  15.9828 0.0536  11.3  2.531  1.600
  2455483.836426  17.2522 0.1649  22.1  2.472  2.648
  2455483.845444  17.1518 0.1530  22.1  2.472  2.648
  2455483.850832  17.1663 0.1773  22.1  2.472  2.648
  2455483.861949  17.1247 0.1877  22.1  2.472  2.648
  2455483.873038  17.1536 0.1710  22.1  2.472  2.648
  2455483.885376  17.1324 0.1699  22.1  2.472  2.648
  2455483.896492  17.2054 0.1775  22.1  2.472  2.648
  2455483.919939  17.1336 0.1762  22.1  2.472  2.648
  2455483.942127  18.7247 0.8443  22.1  2.472  2.649
