  2453951.005679  17.2264 0.1406  13.6  2.677  1.806
  2453951.093778  17.2507 0.1388  13.6  2.677  1.806
  2453951.134510  17.2738 0.1338  13.6  2.676  1.806
  2453951.864867  17.4924 0.1701  13.9  2.674  1.810
  2453951.906536  17.4639 0.1372  13.9  2.674  1.811
  2453951.949359  17.4065 0.1430  13.9  2.674  1.811
  2453951.992612  17.3706 0.1391  13.9  2.674  1.811
  2453952.033721  17.5575 0.1736  13.9  2.674  1.811
  2453952.074824  17.3084 0.1451  14.0  2.674  1.812
  2453952.116501  17.3114 0.1667  14.0  2.674  1.812
  2453952.157839  17.3511 0.1669  14.0  2.674  1.812
  2453957.025244  17.2075 0.3222  15.6  2.660  1.842
  2453957.102006  17.5244 0.3540  15.6  2.660  1.843
  2453957.862890  17.0093 0.1127  15.8  2.657  1.848
  2453957.936020  17.1209 0.1173  15.8  2.657  1.848
  2453957.975103  17.1682 0.1248  15.9  2.657  1.849
  2453958.052564  16.9853 0.1318  15.9  2.657  1.849
  2453958.125485  17.0512 0.2096  15.9  2.657  1.850
  2453958.812825  17.1331 0.1089  16.1  2.655  1.854
  2453958.848557  17.1221 0.1081  16.1  2.655  1.855
  2453958.884644  17.1348 0.1156  16.1  2.655  1.855
  2453958.921700  17.7362 0.1481  16.1  2.654  1.855
  2453958.960124  17.2307 0.1259  16.2  2.654  1.855
  2453958.996020  16.0694 0.0869  16.2  2.654  1.856
  2453959.031824  17.1694 0.1635  16.2  2.654  1.856
  2453959.967771  17.8150 0.2051  16.5  2.652  1.863
  2453969.866698  17.0525 0.1053  19.0  2.623  1.940
  2453969.904481  17.3101 0.1072  19.0  2.623  1.940
  2453970.055616  16.7274 0.1135  19.1  2.623  1.942
  2453970.811508  17.3318 0.1102  19.2  2.620  1.948
  2453970.847941  17.3438 0.1099  19.3  2.620  1.948
  2453970.884350  17.3369 0.1107  19.3  2.620  1.949
  2453970.924745  18.0429 0.1598  19.3  2.620  1.949
  2453971.001848  17.3724 0.1267  19.3  2.620  1.950
  2453971.041825  17.3373 0.1285  19.3  2.620  1.950
  2453979.040597  15.2457 0.1258  20.9  2.597  2.022
  2453985.840513  17.0502 0.0794  21.9  2.577  2.087
  2453985.871505  17.2935 0.1266  21.9  2.576  2.087
  2453985.934582  17.4633 0.2114  21.9  2.576  2.088
  2453985.966831  17.3953 0.1605  21.9  2.576  2.088
  2453986.028926  17.3402 0.1799  21.9  2.576  2.089
  2453986.969868  17.5472 0.1520  22.0  2.573  2.098
  2453986.998552  17.9188 0.2303  22.0  2.573  2.098
  2453987.027885  17.5058 0.1793  22.0  2.573  2.099
  2453987.935700  18.5265 0.3591  22.2  2.570  2.108
  2453987.968175  18.0435 0.2021  22.2  2.570  2.108
  2453987.997177  18.0620 0.2672  22.2  2.570  2.108
  2455260.106965  18.2006 0.4461  17.8  3.079  3.236
  2455260.162126  19.1241 0.8472  17.9  3.078  3.235
  2455262.100884  18.7036 0.6466  18.0  3.075  3.205
  2455262.151264  19.1446 0.6815  18.0  3.075  3.204
  2455262.185833  18.7503 0.4963  18.0  3.075  3.204
  2455262.223647  18.7478 0.8813  18.0  3.075  3.203
  2455263.095454  18.2533 0.4749  18.1  3.074  3.190
  2455263.179816  18.2491 0.3965  18.1  3.073  3.188
  2455263.215602  18.2129 0.3324  18.1  3.073  3.188
  2455375.879751  17.2011 0.4520   2.0  2.840  1.827
  2455376.006370  16.9794 0.3042   2.1  2.840  1.827
