  2454299.037867  15.1904 0.0807   8.6  2.299  1.317
  2454299.109137  15.1071 0.0968   8.6  2.299  1.317
  2454300.120133  21.0406 6.3829   9.1  2.298  1.320
  2454300.817362  14.5304 0.1040   9.4  2.297  1.322
  2454301.035078  14.4531 0.0919   9.5  2.297  1.323
  2454301.177691  14.6456 0.1052   9.6  2.297  1.324
  2454301.858394  14.5187 0.0848   9.9  2.296  1.326
  2454302.144693  14.5713 0.0884  10.1  2.296  1.327
  2454303.816565  13.8835 0.1078  10.8  2.294  1.334
  2454303.997034  13.8029 0.1108  10.9  2.294  1.334
  2454349.006744  14.5089 0.0653  24.6  2.256  1.684
  2454349.061213  14.5604 0.0660  24.6  2.256  1.685
  2454349.850275  15.0313 0.0673  24.7  2.255  1.693
  2454349.901336  15.1946 0.0554  24.7  2.255  1.694
  2454349.944541  15.1899 0.0566  24.7  2.255  1.694
  2454349.969510  15.2368 0.0544  24.8  2.255  1.694
  2454349.979388  15.2409 0.0568  24.8  2.255  1.694
  2454350.035110  15.3944 0.0578  24.8  2.255  1.695
  2454350.056088  15.4111 0.0594  24.8  2.255  1.695
  2454350.814008  15.9949 0.0712  24.9  2.254  1.703
  2454350.835005  15.9841 0.0698  24.9  2.254  1.703
  2454350.876147  15.9022 0.0676  24.9  2.254  1.704
  2454350.918839  15.9271 0.0643  24.9  2.254  1.704
  2454350.958343  15.8176 0.0636  24.9  2.254  1.705
  2454350.997851  15.7621 0.0638  24.9  2.254  1.705
  2454351.037354  15.7577 0.0674  24.9  2.254  1.705
  2454351.888984  15.0406 0.0621  25.0  2.254  1.714
  2454351.925999  15.0327 0.0612  25.0  2.254  1.715
  2454351.963044  14.9893 0.0578  25.0  2.254  1.715
  2454352.037130  14.9784 0.0586  25.0  2.253  1.716
  2454352.839170  14.8088 0.0630  25.1  2.253  1.724
  2454353.837875  15.8171 0.0584  25.2  2.252  1.735
  2454353.877522  15.8377 0.0554  25.3  2.252  1.735
  2454353.921345  15.8422 0.0570  25.3  2.252  1.736
  2454353.963330  15.8646 0.0598  25.3  2.252  1.736
  2454354.005319  15.9093 0.0587  25.3  2.252  1.737
  2454354.047286  15.9128 0.0582  25.3  2.252  1.737
  2454354.850421  14.7711 0.0532  25.4  2.252  1.746
