  2453880.022025  15.5376 0.0492  10.5  3.207  2.327
  2453880.058214  15.4918 0.0469  10.5  3.207  2.326
  2453880.094285  15.4950 0.0471  10.5  3.207  2.326
  2453880.133981  15.5764 0.0484  10.5  3.207  2.326
  2453880.171316  15.7147 0.0476  10.5  3.207  2.325
  2453880.210351  15.6687 0.0478  10.5  3.207  2.325
  2453880.246900  15.5733 0.0484  10.5  3.207  2.325
  2453880.288272  15.4173 0.0604  10.4  3.207  2.324
  2453883.107537  15.5322 0.0564   9.6  3.205  2.300
  2453883.144646  15.5916 0.0565   9.6  3.205  2.300
  2453883.186102  15.7573 0.0579   9.6  3.205  2.300
  2453883.225375  15.8947 0.0579   9.6  3.205  2.299
  2453883.270192  15.8203 0.0581   9.6  3.205  2.299
  2453902.953010  15.2634 0.0657   3.1  3.192  2.186
  2453903.097794  15.0995 0.0808   3.0  3.192  2.186
  2453903.234519  15.0492 0.0776   3.0  3.192  2.185
  2453903.272078  14.9817 0.0770   2.9  3.192  2.185
  2453903.982749  15.0728 0.0709   2.7  3.191  2.183
  2453904.020894  15.0862 0.0709   2.7  3.191  2.183
