  2453885.952419  15.2024 0.0663   8.3  3.055  2.111
  2453885.989126  15.1677 0.0656   8.3  3.055  2.110
  2453886.024795  15.1703 0.0659   8.3  3.054  2.110
  2453886.060395  15.1584 0.0646   8.3  3.054  2.110
  2453887.192759  15.0817 0.0930   7.9  3.052  2.101
  2453887.228752  15.0832 0.0932   7.9  3.052  2.101
  2453887.264586  15.2310 0.0920   7.9  3.052  2.100
  2453887.953953  15.0484 0.0847   7.7  3.051  2.095
  2453887.992993  15.0621 0.0846   7.7  3.051  2.095
  2453888.029473  15.0731 0.0847   7.7  3.051  2.095
  2453888.066664  15.0102 0.0847   7.6  3.051  2.095
  2453888.103553  15.0763 0.0846   7.6  3.051  2.094
  2453888.142251  15.0703 0.0850   7.6  3.051  2.094
  2453888.182221  15.6331 0.0850   7.6  3.051  2.094
  2453888.218649  15.1077 0.0848   7.6  3.051  2.093
  2453892.888212  14.8801 0.0772   6.0  3.043  2.062
  2453893.045155  14.8519 0.0759   5.9  3.043  2.061
  2453893.146661  14.7530 0.0652   5.9  3.042  2.061
  2453893.214729  14.8102 0.0678   5.9  3.042  2.060
  2453893.276793  14.7346 0.0631   5.8  3.042  2.060
  2453893.850368  14.7510 0.0651   5.6  3.041  2.057
  2453893.883120  14.8508 0.0529   5.6  3.041  2.056
  2453893.918831  14.8379 0.0505   5.6  3.041  2.056
  2453893.956291  14.8488 0.0487   5.6  3.041  2.056
  2453893.993318  14.6955 0.0513   5.6  3.041  2.056
  2453894.037595  14.6965 0.0504   5.6  3.041  2.056
  2453894.076718  14.7635 0.0486   5.6  3.041  2.055
  2453894.115410  14.7528 0.0488   5.5  3.041  2.055
  2454024.868328  16.0598 0.0959  19.6  2.828  2.976
