  2454916.070435  16.3497 0.0942  17.5  3.322  3.146
  2454916.144346  16.8420 0.0909  17.5  3.323  3.145
  2454916.218000  16.2502 0.0868  17.5  3.323  3.144
  2454919.128035  16.3264 0.1128  17.4  3.325  3.104
  2454919.198394  16.5796 0.1190  17.4  3.325  3.103
  2454923.062816  16.5145 0.0797  17.3  3.328  3.051
  2454923.174770  16.5881 0.0760  17.3  3.328  3.049
  2454924.072795  16.6320 0.0913  17.3  3.329  3.037
  2454924.146799  16.1779 0.0930  17.3  3.329  3.036
  2454924.220970  16.5468 0.0774  17.3  3.329  3.035
  2454925.202023  16.5822 0.0720  17.2  3.330  3.022
  2454972.070113  15.6587 0.0705  10.0  3.366  2.489
  2454974.045451  15.6679 0.0870   9.5  3.368  2.474
  2454976.125234  15.9639 0.0900   8.9  3.369  2.460
  2454977.983093  15.5157 0.2146   8.3  3.371  2.448
  2454978.123714  15.4499 0.2085   8.3  3.371  2.447
  2454978.206295  15.3956 0.2084   8.3  3.371  2.446
  2454978.275399  15.7229 0.2112   8.2  3.371  2.446
  2454978.911277  15.7605 0.2581   8.1  3.371  2.442
  2454979.068470  15.6212 0.3092   8.0  3.372  2.441
  2454979.143288  15.4761 0.2479   8.0  3.372  2.440
  2454979.221160  15.5278 0.2467   8.0  3.372  2.440
  2454980.050487  15.6244 0.1896   7.7  3.372  2.435
