  2454545.086308  15.8851 0.0825  18.2  3.188  3.009
  2454545.124091  15.9053 0.0799  18.2  3.188  3.009
  2454545.161125  16.0233 0.0837  18.2  3.188  3.008
  2454545.236899  16.0456 0.0976  18.2  3.188  3.007
  2454546.183740  16.0817 0.1100  18.2  3.189  2.994
  2454549.068206  16.0732 0.1092  18.2  3.189  2.953
  2454549.146322  16.1888 0.1032  18.2  3.189  2.952
  2454549.198377  16.1771 0.1007  18.2  3.189  2.951
  2454550.070620  16.0734 0.1091  18.1  3.189  2.939
  2454551.021507  16.0555 0.1416  18.1  3.189  2.926
  2454551.057405  16.0209 0.1371  18.1  3.189  2.925
  2454551.089541  15.9767 0.1309  18.1  3.189  2.925
  2454551.096959  15.9069 0.1330  18.1  3.189  2.925
  2454551.134081  16.0469 0.1374  18.1  3.189  2.924
  2454551.174370  15.9523 0.1334  18.1  3.190  2.924
  2454551.211663  15.9906 0.1319  18.1  3.190  2.923
  2454551.243753  15.9500 0.1436  18.1  3.190  2.923
  2454552.052948  15.8729 0.1291  18.1  3.190  2.911
  2454552.090062  15.8869 0.1206  18.1  3.190  2.911
  2454556.020694  16.1192 0.1175  17.9  3.190  2.856
  2454556.059600  16.0883 0.1059  17.9  3.190  2.856
  2454556.096638  15.9291 0.1033  17.9  3.190  2.855
  2454556.133659  16.0153 0.1025  17.9  3.190  2.855
  2454556.172685  15.9026 0.1059  17.9  3.190  2.854
  2454556.209703  15.9267 0.1057  17.9  3.190  2.854
  2454556.246735  15.9580 0.1074  17.9  3.190  2.853
  2454558.119230  17.1173 0.1262  17.8  3.191  2.827
  2454558.164007  15.7976 0.1308  17.8  3.191  2.827
  2454558.242812  15.8115 0.1245  17.8  3.191  2.826
  2454559.073803  15.9226 0.1044  17.8  3.191  2.814
  2454559.165394  15.8930 0.1002  17.8  3.191  2.813
  2454559.207644  15.8183 0.1019  17.8  3.191  2.813
  2454559.249598  15.8125 0.1117  17.8  3.191  2.812
  2454561.062616  15.8517 0.1121  17.7  3.191  2.787
  2454562.123245  15.9363 0.1015  17.6  3.191  2.773
  2454562.160285  15.9677 0.0958  17.6  3.191  2.772
  2454562.197306  17.0154 0.0993  17.6  3.191  2.772
  2454562.234345  15.9029 0.1097  17.6  3.191  2.771
  2454564.187556  15.6840 0.0844  17.4  3.192  2.745
  2454564.224581  16.9078 0.1109  17.4  3.192  2.745
  2454565.030677  16.0900 0.0737  17.3  3.192  2.734
  2454565.067716  16.0573 0.0775  17.3  3.192  2.733
  2454565.104730  16.0202 0.0736  17.3  3.192  2.733
  2454565.141763  15.9574 0.0805  17.3  3.192  2.732
  2454565.178817  15.9821 0.0741  17.3  3.192  2.732
  2454565.217273  16.0161 0.0757  17.3  3.192  2.731
  2454565.256913  16.0672 0.0946  17.3  3.192  2.731
  2454565.980030  15.8301 0.0790  17.3  3.192  2.721
  2454566.001296  16.1567 0.0875  17.3  3.192  2.721
  2454566.008708  15.8598 0.0798  17.3  3.192  2.721
  2454566.147087  15.7050 0.0753  17.2  3.192  2.719
  2454566.208822  15.9091 0.0832  17.2  3.192  2.718
  2454566.221174  15.6345 0.0745  17.2  3.192  2.718
  2454568.981791  15.8179 0.0669  17.0  3.192  2.682
  2454569.028634  15.8127 0.0659  17.0  3.192  2.681
  2454569.114539  15.8546 0.0670  16.9  3.192  2.680
  2454569.157521  15.8975 0.0702  16.9  3.192  2.680
  2454569.244777  15.8162 0.0656  16.9  3.192  2.679
  2454569.970311  15.7801 0.0759  16.9  3.192  2.669
  2454570.014675  15.7176 0.0741  16.9  3.192  2.669
  2454570.063846  15.1589 0.0720  16.8  3.192  2.668
  2454570.113216  15.7532 0.0757  16.8  3.192  2.667
  2454570.153706  15.7896 0.0740  16.8  3.192  2.667
