  2454912.093711  17.3499 0.1478  23.8  2.466  2.322
  2454912.162828  16.8835 0.0962  23.8  2.466  2.321
  2455062.824938  15.3493 0.0992  22.9  2.160  1.426
  2455062.837267  16.1833 0.0961  22.9  2.160  1.427
  2455062.850844  15.9684 0.0960  22.9  2.160  1.427
  2455062.865660  15.6010 0.0941  22.9  2.160  1.427
  2455062.877978  15.5139 0.0972  22.9  2.160  1.427
  2455062.898991  15.4511 0.0940  22.9  2.160  1.427
  2455062.921358  15.7727 0.1003  22.9  2.160  1.427
  2455062.943571  15.7865 0.0975  22.9  2.160  1.427
  2455063.025770  15.8622 0.1083  22.9  2.160  1.428
  2455063.036876  15.6162 0.0961  23.0  2.160  1.428
  2455063.049219  15.4437 0.0942  23.0  2.160  1.428
  2455063.060319  15.4827 0.0957  23.0  2.160  1.428
  2455063.073236  15.4848 0.0956  23.0  2.160  1.428
  2455063.090727  15.7852 0.0963  23.0  2.160  1.429
  2455063.109627  15.8574 0.0968  23.0  2.160  1.429
  2455063.805352  15.4405 0.0845  23.2  2.159  1.434
  2455063.879334  15.9619 0.0772  23.2  2.158  1.435
  2455063.891727  15.4788 0.0765  23.2  2.158  1.435
  2455063.902845  15.7570 0.0768  23.2  2.158  1.435
  2455063.967711  17.2202 0.1331  23.2  2.158  1.435
  2455063.978812  15.5850 0.0803  23.2  2.158  1.435
  2455063.991149  15.4551 0.0761  23.2  2.158  1.436
  2455064.002255  15.5257 0.0765  23.2  2.158  1.436
  2455064.013350  15.6553 0.0802  23.2  2.158  1.436
  2455064.066694  15.4815 0.0764  23.2  2.158  1.436
  2455064.091623  15.5714 0.0810  23.2  2.158  1.436
  2455064.119502  16.7569 0.1030  23.2  2.158  1.437
  2455064.814422  16.7344 0.0933  23.4  2.157  1.442
  2455064.825531  15.5312 0.0804  23.4  2.157  1.442
  2455064.877046  16.3548 0.0916  23.4  2.157  1.443
  2455064.937750  15.6000 0.0930  23.5  2.157  1.443
  2455065.802370  16.0917 0.0900  23.7  2.155  1.450
  2455065.813477  16.0485 0.0899  23.7  2.155  1.450
  2455067.807809  15.7318 0.1273  24.2  2.151  1.466
  2455067.842346  16.0871 0.1296  24.2  2.151  1.467
